T/Tc	1-T/Tc	l	K	y	a	Kr/K0	a0/Kr
0.99999	1e-05	58.4005	0.64187	0.00125478	5.83627e+25	3.72059e-26	9.0926e+25
0.99999	1e-05	58.6005	0.641854	0.00125065	7.12844e+25	3.04609e-26	1.1106e+26
0.99999	1e-05	58.8005	0.641838	0.00124655	8.70669e+25	2.49386e-26	1.35652e+26
0.99999	1e-05	59.0005	0.641822	0.00124248	1.06344e+26	2.04175e-26	1.6569e+26
0.99999	1e-05	59.2005	0.641807	0.00123843	1.29889e+26	1.6716e-26	2.0238e+26
0.99999	1e-05	59.4005	0.641791	0.00123441	1.58646e+26	1.36856e-26	2.47193e+26
0.99999	1e-05	59.6005	0.641776	0.00123041	1.93771e+26	1.12045e-26	3.0193e+26
0.99999	1e-05	59.8005	0.64176	0.00122644	2.36672e+26	9.17329e-27	3.68786e+26
0.99999	1e-05	60.0005	0.641745	0.00122249	2.89072e+26	7.51027e-27	4.50447e+26
0.99999	1e-05	60.2006	0.64173	0.00121856	3.53109e+26	6.14813e-27	5.50246e+26
0.99999	1e-05	60.4006	0.641715	0.00121466	4.31288e+26	5.03355e-27	6.72088e+26
0.99999	1e-05	60.6006	0.6417	0.00121078	5.26777e+26	4.12102e-27	8.20909e+26
0.99999	1e-05	60.8006	0.641685	0.00120693	6.43407e+26	3.37393e-27	1.00268e+27
0.99999	1e-05	61.0006	0.64167	0.0012031	7.85859e+26	2.76228e-27	1.22471e+27
0.99999	1e-05	61.2006	0.641655	0.0011993	9.5985e+26	2.26151e-27	1.4959e+27
0.99999	1e-05	61.4006	0.64164	0.00119551	1.17236e+27	1.85152e-27	1.82713e+27
0.99999	1e-05	61.6006	0.641626	0.00119175	1.43193e+27	1.51587e-27	2.23172e+27
0.99999	1e-05	61.8006	0.641611	0.00118802	1.74896e+27	1.24106e-27	2.72589e+27
0.99999	1e-05	62.0006	0.641597	0.0011843	2.13619e+27	1.01607e-27	3.32948e+27
0.99999	1e-05	62.2006	0.641583	0.00118061	2.60914e+27	8.31869e-28	4.06673e+27
0.99999	1e-05	62.4006	0.641569	0.00117694	3.18681e+27	6.81061e-28	4.96722e+27
0.99999	1e-05	62.6006	0.641554	0.00117329	3.89238e+27	5.57594e-28	6.06711e+27
0.99999	1e-05	62.8006	0.64154	0.00116966	4.75417e+27	4.56509e-28	7.41055e+27
0.99999	1e-05	63.0006	0.641527	0.00116606	5.80675e+27	3.7375e-28	9.05146e+27
0.99999	1e-05	63.2006	0.641513	0.00116247	7.09239e+27	3.05994e-28	1.10557e+28
0.99999	1e-05	63.4006	0.641499	0.00115891	8.66266e+27	2.50521e-28	1.35038e+28
0.99999	1e-05	63.6006	0.641485	0.00115537	1.05806e+28	2.05105e-28	1.64939e+28
0.99999	1e-05	63.8006	0.641472	0.00115184	1.29232e+28	1.67922e-28	2.01461e+28
0.99999	1e-05	64.0006	0.641458	0.00114834	1.57844e+28	1.3748e-28	2.46071e+28
0.99999	1e-05	64.2006	0.641445	0.00114486	1.92791e+28	1.12557e-28	3.00558e+28
0.99999	1e-05	64.4006	0.641431	0.0011414	2.35476e+28	9.21519e-29	3.67109e+28
0.99999	1e-05	64.6006	0.641418	0.00113796	2.8761e+28	7.54461e-29	4.48398e+28
0.99999	1e-05	64.8006	0.641405	0.00113454	3.51288e+28	6.17687e-29	5.47685e+28
0.99999	1e-05	65.0006	0.641392	0.00113114	4.29064e+28	5.05709e-29	6.68958e+28
0.99999	1e-05	65.2006	0.641379	0.00112776	5.2406e+28	4.14031e-29	8.17084e+28
0.99999	1e-05	65.4006	0.641366	0.00112439	6.40089e+28	3.38973e-29	9.98009e+28
0.99999	1e-05	65.6006	0.641353	0.00112105	7.81806e+28	2.77522e-29	1.219e+29
0.99999	1e-05	65.8006	0.64134	0.00111773	9.549e+28	2.27212e-29	1.48891e+29
0.99999	1e-05	66.0006	0.641328	0.00111442	1.16632e+29	1.86021e-29	1.8186e+29
0.99999	1e-05	66.2006	0.641315	0.00111113	1.42454e+29	1.52298e-29	2.22129e+29
0.99999	1e-05	66.4006	0.641302	0.00110786	1.73994e+29	1.24689e-29	2.71314e+29
0.99999	1e-05	66.6006	0.64129	0.00110461	2.12517e+29	1.02085e-29	3.3139e+29
0.99999	1e-05	66.8006	0.641278	0.00110138	2.59569e+29	8.35783e-30	4.04768e+29
0.99999	1e-05	67.0006	0.641265	0.00109817	3.17038e+29	6.84268e-30	4.94395e+29
0.99999	1e-05	67.2006	0.641253	0.00109497	3.87231e+29	5.60221e-30	6.03867e+29
0.99999	1e-05	67.4006	0.641241	0.00109179	4.72965e+29	4.58661e-30	7.37578e+29
0.99999	1e-05	67.6006	0.641229	0.00108863	5.77681e+29	3.75513e-30	9.00897e+29
0.99999	1e-05	67.8006	0.641217	0.00108549	7.05581e+29	3.07438e-30	1.10038e+30
0.99999	1e-05	68.0006	0.641205	0.00108236	8.61799e+29	2.51704e-30	1.34403e+30
0.99999	1e-05	68.2006	0.641193	0.00107925	1.0526e+30	2.06074e-30	1.64163e+30
0.99999	1e-05	68.4006	0.641181	0.00107616	1.28565e+30	1.68716e-30	2.00513e+30
0.99999	1e-05	68.6006	0.641169	0.00107308	1.5703e+30	1.38131e-30	2.44912e+30
0.99999	1e-05	68.8006	0.641157	0.00107002	1.91797e+30	1.1309e-30	2.99142e+30
0.99999	1e-05	69.0006	0.641146	0.00106698	2.34261e+30	9.25883e-31	3.65379e+30
0.99999	1e-05	69.2006	0.641134	0.00106396	2.86127e+30	7.58036e-31	4.46283e+30
0.99999	1e-05	69.4006	0.641123	0.00106095	3.49477e+30	6.20616e-31	5.45101e+30
0.99999	1e-05	69.6006	0.641111	0.00105795	4.26852e+30	5.08108e-31	6.658e+30
0.99999	1e-05	69.8006	0.6411	0.00105497	5.21358e+30	4.15996e-31	8.13224e+30
0.99999	1e-05	70.0006	0.641088	0.00105201	6.36788e+30	3.40583e-31	9.93292e+30
0.99999	1e-05	70.2007	0.641077	0.00104907	7.77852e+30	2.78813e-31	1.21335e+31
0.99999	1e-05	70.4007	0.641066	0.00104614	9.50071e+30	2.28269e-31	1.48202e+31
0.99999	1e-05	70.6007	0.641055	0.00104322	1.16042e+31	1.86887e-31	1.81017e+31
0.99999	1e-05	70.8007	0.641044	0.00104032	1.41734e+31	1.53008e-31	2.21099e+31
0.99999	1e-05	71.0007	0.641033	0.00103744	1.73114e+31	1.2527e-31	2.70055e+31
0.99999	1e-05	71.2007	0.641022	0.00103457	2.11442e+31	1.02561e-31	3.29852e+31
0.99999	1e-05	71.4007	0.641011	0.00103171	2.58256e+31	8.39682e-32	4.02889e+31
0.99999	1e-05	71.6007	0.641	0.00102887	3.15435e+31	6.87462e-32	4.92098e+31
0.99999	1e-05	71.8007	0.640989	0.00102605	3.85273e+31	5.62837e-32	6.0106e+31
0.99999	1e-05	72.0007	0.640979	0.00102324	4.70573e+31	4.60804e-32	7.34148e+31
0.99999	1e-05	72.2007	0.640968	0.00102045	5.74759e+31	3.77268e-32	8.96705e+31
0.99999	1e-05	72.4007	0.640957	0.00101766	7.02013e+31	3.08876e-32	1.09526e+32
0.99999	1e-05	72.6007	0.640947	0.0010149	8.5744e+31	2.52882e-32	1.33777e+32
0.99999	1e-05	72.8007	0.640936	0.00101215	1.04728e+32	2.07039e-32	1.63398e+32
0.99999	1e-05	73.0007	0.640926	0.00100941	1.27915e+32	1.69506e-32	1.99579e+32
0.99999	1e-05	73.2007	0.640916	0.00100668	1.56236e+32	1.38778e-32	2.4377e+32
0.99999	1e-05	73.4007	0.640905	0.00100397	1.90827e+32	1.1362e-32	2.97746e+32
0.99999	1e-05	73.6007	0.640895	0.00100128	2.33076e+32	9.30226e-33	3.63673e+32
0.99999	1e-05	73.8007	0.640885	0.000998593	2.8468e+32	7.61593e-33	4.44199e+32
0.99999	1e-05	74.0007	0.640875	0.000995924	3.47709e+32	6.23529e-33	5.42554e+32
0.99999	1e-05	74.2007	0.640865	0.000993268	4.24693e+32	5.10495e-33	6.62687e+32
0.99999	1e-05	74.4007	0.640855	0.000990625	5.18721e+32	4.17951e-33	8.09421e+32
0.99999	1e-05	74.6007	0.640845	0.000987996	6.33567e+32	3.42184e-33	9.88644e+32
0.99999	1e-05	74.8007	0.640835	0.00098538	7.73841e+32	2.80152e-33	1.20755e+33
0.99999	1e-05	75.0007	0.640825	0.000982777	9.45172e+32	2.29366e-33	1.47493e+33
0.99999	1e-05	75.2007	0.640815	0.000980186	1.15444e+33	1.87786e-33	1.80151e+33
0.99999	1e-05	75.4007	0.640805	0.000977609	1.41003e+33	1.53744e-33	2.2004e+33
0.99999	1e-05	75.6007	0.640796	0.000975044	1.72221e+33	1.25873e-33	2.68762e+33
0.99999	1e-05	75.8007	0.640786	0.000972492	2.10352e+33	1.03054e-33	3.28272e+33
0.99999	1e-05	76.0007	0.640776	0.000969953	2.56924e+33	8.43726e-34	4.00958e+33
0.99999	1e-05	76.2007	0.640767	0.000967426	3.13808e+33	6.90774e-34	4.89738e+33
0.99999	1e-05	76.4007	0.640757	0.000964911	3.83286e+33	5.6555e-34	5.98176e+33
0.99999	1e-05	76.6007	0.640748	0.000962409	4.68147e+33	4.63026e-34	7.30625e+33
0.99999	1e-05	76.8007	0.640739	0.000959918	5.71796e+33	3.79088e-34	8.92401e+33
0.99999	1e-05	77.0007	0.640729	0.00095744	6.98393e+33	3.10366e-34	1.09e+34
0.99999	1e-05	77.2007	0.64072	0.000954974	8.53019e+33	2.54103e-34	1.33134e+34
0.99999	1e-05	77.4007	0.640711	0.00095252	1.04188e+34	2.08039e-34	1.62613e+34
0.99999	1e-05	77.6007	0.640701	0.000950077	1.27255e+34	1.70325e-34	1.98619e+34
0.99999	1e-05	77.8007	0.640692	0.000947647	1.5543e+34	1.39449e-34	2.42597e+34
0.99999	1e-05	78.0007	0.640683	0.000945228	1.89843e+34	1.14169e-34	2.96313e+34
0.99999	1e-05	78.2007	0.640674	0.00094282	2.31875e+34	9.34725e-35	3.61923e+34
0.99999	1e-05	78.4007	0.640665	0.000940424	2.83212e+34	7.65278e-35	4.4206e+34
0.99999	1e-05	78.6007	0.640656	0.00093804	3.45916e+34	6.26548e-35	5.3994e+34
0.99999	1e-05	78.8007	0.640647	0.000935666	4.22503e+34	5.12967e-35	6.59494e+34
0.99999	1e-05	79.0007	0.640638	0.000933304	5.16046e+34	4.19976e-35	8.05519e+34
0.99999	1e-05	79.2007	0.640629	0.000930953	6.303e+34	3.43842e-35	9.83877e+34
0.99999	1e-05	79.4007	0.640621	0.000928614	7.6985e+34	2.8151e-35	1.20173e+35
0.99999	1e-05	79.6007	0.640612	0.000926285	9.40298e+34	2.30478e-35	1.46781e+35
0.99999	1e-05	79.8007	0.640603	0.000923967	1.14848e+35	1.88697e-35	1.79281e+35
0.99999	1e-05	80.0007	0.640594	0.00092166	1.40276e+35	1.5449e-35	2.18978e+35
0.99999	1e-05	80.2008	0.640586	0.000919362	1.71351e+35	1.26471e-35	2.6749e+35
0.99999	1e-05	80.4008	0.640577	0.000917077	2.09288e+35	1.03545e-35	3.26718e+35
0.99999	1e-05	80.6008	0.640569	0.000914802	2.55625e+35	8.4774e-36	3.99059e+35
0.99999	1e-05	80.8008	0.64056	0.000912537	3.12221e+35	6.94061e-36	4.87419e+35
0.99999	1e-05	81.0008	0.640552	0.000910283	3.81348e+35	5.68242e-36	5.95342e+35
0.99999	1e-05	81.2008	0.640543	0.000908039	4.65779e+35	4.65231e-36	7.27162e+35
0.99999	1e-05	81.4008	0.640535	0.000905806	5.68904e+35	3.80894e-36	8.8817e+35
0.99999	1e-05	81.6008	0.640527	0.000903583	6.94861e+35	3.11845e-36	1.08483e+36
0.99999	1e-05	81.8008	0.640518	0.00090137	8.48705e+35	2.55314e-36	1.32503e+36
0.99999	1e-05	82.0008	0.64051	0.000899167	1.03661e+36	2.09031e-36	1.61841e+36
0.99999	1e-05	82.2008	0.640502	0.000896974	1.26612e+36	1.71138e-36	1.97676e+36
0.99999	1e-05	82.4008	0.640494	0.000894791	1.54644e+36	1.40114e-36	2.41445e+36
0.99999	1e-05	82.6008	0.640486	0.000892618	1.88883e+36	1.14714e-36	2.94905e+36
0.99999	1e-05	82.8008	0.640477	0.000890455	2.30702e+36	9.39188e-37	3.60203e+36
0.99999	1e-05	83.0008	0.640469	0.000888301	2.8178e+36	7.68933e-37	4.39958e+36
0.99999	1e-05	83.2008	0.640461	0.000886158	3.44167e+36	6.29541e-37	5.37373e+36
0.99999	1e-05	83.4008	0.640453	0.000884023	4.20366e+36	5.15418e-37	6.56357e+36
0.99999	1e-05	83.6008	0.640446	0.000881899	5.13436e+36	4.21984e-37	8.01686e+36
0.99999	1e-05	83.8008	0.640438	0.000879784	6.27113e+36	3.45487e-37	9.79194e+36
0.99999	1e-05	84.0008	0.64043	0.000877678	7.65957e+36	2.82857e-37	1.196e+37
0.99999	1e-05	84.2008	0.640422	0.000875581	9.35542e+36	2.31581e-37	1.46082e+37
0.99999	1e-05	84.4008	0.640414	0.000873494	1.14267e+37	1.896e-37	1.78427e+37
0.99999	1e-05	84.6008	0.640406	0.000871416	1.39566e+37	1.5523e-37	2.17934e+37
0.99999	1e-05	84.8008	0.640399	0.000869348	1.70467e+37	1.2709e-37	2.66189e+37
0.99999	1e-05	85.0008	0.640391	0.000867288	2.08209e+37	1.04051e-37	3.25127e+37
0.99999	1e-05	85.2008	0.640383	0.000865237	2.54307e+37	8.51887e-38	3.97116e+37
0.99999	1e-05	85.4008	0.640376	0.000863196	3.10611e+37	6.97458e-38	4.85045e+37
0.99999	1e-05	85.6008	0.640368	0.000861163	3.79381e+37	5.71024e-38	5.92442e+37
0.99999	1e-05	85.8008	0.640361	0.000859139	4.63377e+37	4.67509e-38	7.23619e+37
0.99999	1e-05	86.0008	0.640353	0.000857124	5.6597e+37	3.8276e-38	8.8384e+37
0.99999	1e-05	86.2008	0.640346	0.000855118	6.91277e+37	3.13373e-38	1.07954e+38
0.99999	1e-05	86.4008	0.640338	0.00085312	8.44328e+37	2.56566e-38	1.31857e+38
0.99999	1e-05	86.6008	0.640331	0.000851131	1.03126e+38	2.10056e-38	1.61052e+38
0.99999	1e-05	86.8008	0.640324	0.000849151	1.25959e+38	1.71977e-38	1.96711e+38
0.99999	1e-05	87.0008	0.640316	0.000847179	1.53847e+38	1.40801e-38	2.40267e+38
0.99999	1e-05	87.2008	0.640309	0.000845216	1.87909e+38	1.15277e-38	2.93466e+38
0.99999	1e-05	87.4008	0.640302	0.000843261	2.29512e+38	9.43798e-39	3.58444e+38
0.99999	1e-05	87.6008	0.640295	0.000841314	2.80327e+38	7.72708e-39	4.37809e+38
0.99999	1e-05	87.8008	0.640287	0.000839376	3.42392e+38	6.32632e-39	5.34747e+38
0.99999	1e-05	88.0008	0.64028	0.000837445	4.18198e+38	5.1795e-39	6.53149e+38
0.99999	1e-05	88.2008	0.640273	0.000835523	5.10789e+38	4.24057e-39	7.97767e+38
0.99999	1e-05	88.4008	0.640266	0.00083361	6.23879e+38	3.47184e-39	9.74405e+38
0.99999	1e-05	88.6008	0.640259	0.000831704	7.62007e+38	2.84247e-39	1.19015e+39
0.99999	1e-05	88.8008	0.640252	0.000829806	9.30718e+38	2.3272e-39	1.45367e+39
0.99999	1e-05	89.0008	0.640245	0.000827916	1.13678e+39	1.90533e-39	1.77554e+39
0.99999	1e-05	89.2008	0.640238	0.000826034	1.38847e+39	1.55993e-39	2.16867e+39
0.99999	1e-05	89.4008	0.640231	0.00082416	1.69588e+39	1.27715e-39	2.64885e+39
0.99999	1e-05	89.6008	0.640224	0.000822294	2.07135e+39	1.04563e-39	3.23535e+39
0.99999	1e-05	89.8008	0.640217	0.000820436	2.52995e+39	8.56081e-40	3.95171e+39
0.99999	1e-05	90.0008	0.640211	0.000818585	3.09009e+39	7.00893e-40	4.82668e+39
0.99999	1e-05	90.2009	0.640204	0.000816741	3.77462e+39	5.73779e-40	5.89597e+39
0.99999	1e-05	90.4009	0.640197	0.000814906	4.61034e+39	4.69765e-40	7.20143e+39
0.99999	1e-05	90.6009	0.64019	0.000813078	5.63108e+39	3.84607e-40	8.79594e+39
0.99999	1e-05	90.8009	0.640184	0.000811258	6.87781e+39	3.14887e-40	1.07435e+40
0.99999	1e-05	91.0009	0.640177	0.000809445	8.40058e+39	2.57805e-40	1.31223e+40
0.99999	1e-05	91.2009	0.64017	0.000807639	1.02605e+40	2.1107e-40	1.60278e+40
0.99999	1e-05	91.4009	0.640164	0.000805841	1.25322e+40	1.72808e-40	1.95765e+40
0.99999	1e-05	91.6009	0.640157	0.000804051	1.53069e+40	1.41482e-40	2.39111e+40
0.99999	1e-05	91.8009	0.64015	0.000802267	1.86958e+40	1.15834e-40	2.92054e+40
0.99999	1e-05	92.0009	0.640144	0.000800491	2.28351e+40	9.48361e-41	3.56719e+40
0.99999	1e-05	92.2009	0.640137	0.000798722	2.78909e+40	7.76445e-41	4.35702e+40
0.99999	1e-05	92.4009	0.640131	0.000796961	3.4066e+40	6.35693e-41	5.32173e+40
0.99999	1e-05	92.6009	0.640125	0.000795206	4.16083e+40	5.20456e-41	6.50004e+40
0.99999	1e-05	92.8009	0.640118	0.000793458	5.08205e+40	4.26109e-41	7.93925e+40
0.99999	1e-05	93.0009	0.640112	0.000791718	6.20724e+40	3.48865e-41	9.69711e+40
0.99999	1e-05	93.2009	0.640105	0.000789984	7.58153e+40	2.85624e-41	1.18442e+41
0.99999	1e-05	93.4009	0.640099	0.000788258	9.26011e+40	2.33847e-41	1.44667e+41
0.99999	1e-05	93.6009	0.640093	0.000786538	1.13103e+41	1.91456e-41	1.76698e+41
0.99999	1e-05	93.8009	0.640086	0.000784825	1.38145e+41	1.56749e-41	2.15822e+41
0.99999	1e-05	94.0009	0.64008	0.000783119	1.6873e+41	1.28334e-41	2.63608e+41
0.99999	1e-05	94.2009	0.640074	0.000781419	2.06087e+41	1.0507e-41	3.21974e+41
0.99999	1e-05	94.4009	0.640068	0.000779727	2.51716e+41	8.60232e-42	3.93264e+41
0.99999	1e-05	94.6009	0.640062	0.000778041	3.07446e+41	7.04291e-42	4.80339e+41
0.99999	1e-05	94.8009	0.640055	0.000776362	3.75516e+41	5.76619e-42	5.86693e+41
0.99999	1e-05	95.0009	0.640049	0.000774689	4.58656e+41	4.72092e-42	7.16595e+41
0.99999	1e-05	95.2009	0.640043	0.000773023	5.60204e+41	3.86512e-42	8.75259e+41
0.99999	1e-05	95.4009	0.640037	0.000771363	6.84234e+41	3.16446e-42	1.06905e+42
0.99999	1e-05	95.6009	0.640031	0.00076971	8.35726e+41	2.59082e-42	1.30576e+42
0.99999	1e-05	95.8009	0.640025	0.000768064	1.02076e+42	2.12116e-42	1.59487e+42
0.99999	1e-05	96.0009	0.640019	0.000766424	1.24676e+42	1.73665e-42	1.948e+42
0.99999	1e-05	96.2009	0.640013	0.00076479	1.52279e+42	1.42183e-42	2.37931e+42
0.99999	1e-05	96.4009	0.640007	0.000763162	1.85994e+42	1.16409e-42	2.90613e+42
0.99999	1e-05	96.6009	0.640001	0.000761541	2.27174e+42	9.53065e-43	3.54958e+42
0.99999	1e-05	96.8009	0.639996	0.000759926	2.77471e+42	7.80296e-43	4.33551e+42
0.99999	1e-05	97.0009	0.63999	0.000758317	3.38904e+42	6.38847e-43	5.29545e+42
0.99999	1e-05	97.2009	0.639984	0.000756715	4.13938e+42	5.23039e-43	6.46794e+42
0.99999	1e-05	97.4009	0.639978	0.000755118	5.05585e+42	4.28224e-43	7.90003e+42
0.99999	1e-05	97.6009	0.639972	0.000753528	6.17523e+42	3.50597e-43	9.64921e+42
0.99999	1e-05	97.8009	0.639967	0.000751944	7.54244e+42	2.87042e-43	1.17857e+43
0.99999	1e-05	98.0009	0.639961	0.000750366	9.21235e+42	2.35008e-43	1.43952e+43
0.99999	1e-05	98.2009	0.639955	0.000748793	1.1252e+43	1.92407e-43	1.75825e+43
0.99999	1e-05	98.4009	0.639949	0.000747227	1.37432e+43	1.57528e-43	2.14755e+43
0.99999	1e-05	98.6009	0.639944	0.000745667	1.6786e+43	1.28972e-43	2.62304e+43
0.99999	1e-05	98.8009	0.639938	0.000744112	2.05025e+43	1.05592e-43	3.20382e+43
0.99999	1e-05	99.0009	0.639932	0.000742564	2.50418e+43	8.64508e-44	3.91319e+43
0.99999	1e-05	99.2009	0.639927	0.000741021	3.05861e+43	7.07793e-44	4.77962e+43
0.99999	1e-05	99.4009	0.639921	0.000739484	3.73579e+43	5.79487e-44	5.8379e+43
0.99999	1e-05	99.6009	0.639916	0.000737953	4.56291e+43	4.7444e-44	7.13048e+43
0.99999	1e-05	99.8009	0.63991	0.000736428	5.57315e+43	3.88435e-44	8.70927e+43
0.99999	1e-05	100	0.639905	0.000734915	6.80094e+43	3.18307e-44	1.0628e+44
